transaction_id,user_id,merchant_id,amount,transaction_time,city,state,device_id,device_type,bank_name,merchant_category,payment_method,transaction_status,failure_reason,fraud_flag,hour_of_day,midnight_flag,high_value_flag,new_device_flag,velocity_flag,location_risk_flag,risk_score,risk_level
TXN0000018,U03692,M6379,1131.07,2025-09-23 09:59:00,Lucknow,Uttar Pradesh,DEV69424,iPhone,PNB,Fashion,Wallet,Success,,0,9,0,0,0,0,0,0,Low
TXN0000019,U01815,M8145,688.45,2025-08-30 10:28:00,Chennai,Tamil Nadu,DEV57526,iPhone,Yes Bank,Electronics,Wallet,Success,,0,10,0,0,0,0,0,0,Low
TXN0000020,U04520,M2783,1892.74,2025-04-12 22:42:00,Bangalore,Karnataka,DEV86751,Android,PNB,Food Delivery,Debit Card,Success,,0,22,0,0,0,0,0,0,Low
TXN0000021,U00618,M1305,300.47,2025-06-04 22:15:00,Jaipur,Rajasthan,DEV68991,Android,PNB,Grocery,Credit Card,Success,,0,22,0,0,0,0,0,0,Low
TXN0000022,U03868,M3435,691.03,2025-04-08 11:44:00,Pune,Maharashtra,DEV50410,iPhone,Axis,Travel,Debit Card,Success,,0,11,0,0,0,0,0,0,Low
TXN0000023,U00087,M4913,912.55,2025-11-21 22:16:00,Lucknow,Uttar Pradesh,DEV31417,Android,PNB,Fuel,Wallet,Success,,0,22,0,0,0,0,0,0,Low
TXN0000024,U01198,M8921,1217.87,2025-06-18 18:07:00,Pune,Maharashtra,DEV20350,Android,SBI,Travel,Credit Card,Success,,0,18,0,0,0,0,0,0,Low
TXN0000025,U04243,M6918,3075.87,2025-01-30 01:23:00,Kolkata,West Bengal,DEV72424,iPhone,Axis,Utilities,UPI,Success,,0,1,1,0,0,0,0,20,Low
TXN0000026,U02241,M5314,445.47,2025-10-03 15:05:00,Lucknow,Uttar Pradesh,DEV94136,iPhone,Kotak,Fuel,Credit Card,Success,,0,15,0,0,0,0,0,0,Low
TXN0000027,U02061,M7165,1444.06,2025-09-09 05:52:00,Hyderabad,Telangana,DEV15551,iPhone,Kotak,Pharmacy,Debit Card,Failed,Network Error,0,5,0,0,0,0,0,0,Low
TXN0000028,U03604,M3713,1795.01,2025-04-20 09:38:00,Hyderabad,Telangana,DEV21042,Android,SBI,Fashion,Wallet,Success,,0,9,0,0,0,0,0,0,Low
TXN0000029,U01887,M7793,95.13,2025-12-15 15:53:00,Pune,Maharashtra,DEV77286,iPhone,PNB,Food Delivery,Credit Card,Success,,0,15,0,0,0,0,0,0,Low
TXN0000030,U00184,M4992,1870.67,2025-01-29 12:54:00,Delhi,Delhi,DEV43850,Android,HDFC,Fuel,Wallet,Success,,0,12,0,0,1,0,1,45,Medium
TXN0000031,U03322,M1305,373.92,2025-12-10 06:32:00,Chennai,Tamil Nadu,DEV56135,iPhone,SBI,Travel,Credit Card,Success,,0,6,0,0,0,0,0,0,Low
TXN0000032,U04774,M3979,134.53,2025-09-07 12:36:00,Lucknow,Uttar Pradesh,DEV18301,iPhone,PNB,Fashion,Wallet,Success,,0,12,0,0,0,0,0,0,Low
TXN0000033,U01084,M2778,5947.38,2025-03-12 02:56:00,Delhi,Delhi,DEV73242,Android,HDFC,Pharmacy,Wallet,Failed,Authentication Failure,0,2,1,0,0,0,1,35,Medium
TXN0000034,U04124,M2925,6741.26,2025-11-11 04:57:00,Mumbai,Maharashtra,DEV81568,iPhone,Axis,Fuel,UPI,Success,,0,4,1,0,0,0,1,35,Medium
TXN0000035,U01880,M8899,3304.66,2025-04-08 11:46:00,Kolkata,West Bengal,DEV77621,iPhone,ICICI,Food Delivery,Credit Card,Success,,0,11,0,0,0,0,0,0,Low
TXN0000036,U02321,M9908,726.58,2025-01-06 04:19:00,Kolkata,West Bengal,DEV62855,Android,ICICI,Travel,UPI,Success,,0,4,1,0,0,0,0,20,Low
TXN0000037,U02588,M7698,205.55,2025-07-04 16:33:00,Pune,Maharashtra,DEV44995,iPhone,SBI,Fuel,Credit Card,Success,,0,16,0,0,0,0,0,0,Low
TXN0000038,U02258,M7511,2305.5,2025-09-27 13:56:00,Hyderabad,Telangana,DEV89516,iPhone,Axis,Utilities,Wallet,Success,,0,13,0,0,0,0,0,0,Low
TXN0000039,U03262,M3262,1160.18,2025-04-28 19:34:00,Mumbai,Maharashtra,DEV15856,Android,PNB,Travel,Credit Card,Success,,0,19,0,0,0,0,1,15,Low
TXN0000040,U04511,M1852,260.3,2025-04-16 19:47:00,Bangalore,Karnataka,DEV21704,iPhone,Axis,Grocery,UPI,Failed,Network Error,0,19,0,0,0,0,0,0,Low
TXN0000041,U03038,M2311,1367.09,2025-07-28 14:24:00,Lucknow,Uttar Pradesh,DEV69054,Android,SBI,Pharmacy,Credit Card,Success,,0,14,0,0,0,0,0,0,Low
TXN0000042,U03597,M1175,69.99,2025-01-25 11:21:00,Hyderabad,Telangana,DEV56076,Android,Yes Bank,Fashion,Wallet,Success,,0,11,0,0,0,0,0,0,Low
TXN0000043,U00003,M3579,4800.85,2025-10-15 17:37:00,Mumbai,Maharashtra,DEV13278,iPhone,ICICI,Pharmacy,Debit Card,Success,,0,17,0,0,0,0,1,15,Low
TXN0000044,U00563,M2477,598.92,2025-07-21 08:19:00,Jaipur,Rajasthan,DEV97012,Android,ICICI,Electronics,Debit Card,Success,,0,8,0,0,0,0,0,0,Low
TXN0000045,U04710,M1076,2172.51,2025-02-22 17:02:00,Chennai,Tamil Nadu,DEV48800,iPhone,HDFC,Pharmacy,UPI,Success,,0,17,0,0,0,0,0,0,Low
TXN0000046,U02112,M9813,747.09,2025-12-19 04:02:00,Lucknow,Uttar Pradesh,DEV77861,Android,ICICI,Utilities,Credit Card,Success,,0,4,1,0,0,0,0,20,Low
TXN0000047,U03775,M1448,1468.22,2025-10-06 15:41:00,Ahmedabad,Gujarat,DEV70960,Android,SBI,Fashion,UPI,Success,,0,15,0,0,0,0,0,0,Low
TXN0000048,U02893,M9462,1582.45,2025-07-29 04:44:00,Jaipur,Rajasthan,DEV70401,Android,SBI,Fashion,Wallet,Success,,0,4,1,0,0,0,0,20,Low
TXN0000049,U04543,M3924,408.78,2025-07-15 22:26:00,Ahmedabad,Gujarat,DEV36253,Android,ICICI,Electronics,Wallet,Success,,0,22,0,0,0,0,0,0,Low
TXN0000050,U04088,M4271,6985.61,2025-05-31 13:43:00,Hyderabad,Telangana,DEV38953,Android,PNB,Travel,Debit Card,Success,,0,13,0,0,0,0,0,0,Low
TXN0000051,U01278,M2747,2984.49,2025-01-31 18:36:00,Mumbai,Maharashtra,DEV64460,iPhone,SBI,Utilities,UPI,Success,,0,18,0,0,0,0,1,15,Low
TXN0000052,U04707,M5501,5610.19,2025-06-11 17:21:00,Ahmedabad,Gujarat,DEV65466,Android,HDFC,Fashion,Credit Card,Success,,0,17,0,0,1,0,0,30,Low
TXN0000053,U04117,M6689,4504.3,2025-03-29 15:35:00,Kolkata,West Bengal,DEV67438,iPhone,Yes Bank,Fuel,Credit Card,Success,,0,15,0,0,0,1,0,35,Medium
TXN0000054,U03109,M2650,1822.11,2025-07-11 09:37:00,Pune,Maharashtra,DEV29127,Android,ICICI,Fashion,Wallet,Success,,0,9,0,0,0,0,0,0,Low
TXN0000055,U01507,M9171,5098.87,2025-09-23 20:12:00,Kolkata,West Bengal,DEV83620,iPhone,HDFC,Pharmacy,Debit Card,Success,,0,20,0,0,0,0,0,0,Low
TXN0000056,U04718,M4744,185.31,2025-11-11 17:34:00,Mumbai,Maharashtra,DEV57214,iPhone,PNB,Fashion,Wallet,Success,,0,17,0,0,0,0,1,15,Low
TXN0000057,U03875,M1159,436.27,2025-08-18 21:44:00,Bangalore,Karnataka,DEV49874,iPhone,Axis,Utilities,Wallet,Success,,0,21,0,0,0,0,0,0,Low
TXN0000058,U03264,M2621,92.56,2025-12-14 00:07:00,Bangalore,Karnataka,DEV12960,Android,SBI,Travel,Debit Card,Success,,0,0,1,0,0,0,0,20,Low
TXN0000059,U04591,M5222,787.06,2025-09-13 15:45:00,Pune,Maharashtra,DEV39657,Android,SBI,Pharmacy,UPI,Success,,0,15,0,0,0,0,0,0,Low
TXN0000060,U02332,M6818,984.26,2025-02-27 02:16:00,Pune,Maharashtra,DEV19637,iPhone,PNB,Utilities,Credit Card,Success,,0,2,1,0,0,0,0,20,Low
TXN0000061,U01373,M6527,633.12,2025-02-27 14:34:00,Kolkata,West Bengal,DEV17936,Android,PNB,Pharmacy,UPI,Success,,0,14,0,0,0,0,0,0,Low
TXN0000062,U02192,M7479,3529.12,2025-10-29 10:58:00,Chennai,Tamil Nadu,DEV31581,Android,Axis,Electronics,Credit Card,Success,,0,10,0,0,0,1,0,35,Medium
TXN0000063,U02062,M2311,882.45,2025-03-11 13:55:00,Hyderabad,Telangana,DEV56210,Android,HDFC,Pharmacy,UPI,Failed,UPI Server Down,0,13,0,0,0,0,0,0,Low
TXN0000064,U04293,M2363,659.61,2025-10-11 21:03:00,Mumbai,Maharashtra,DEV87061,iPhone,ICICI,Fuel,UPI,Success,,0,21,0,0,0,0,1,15,Low
TXN0000065,U01036,M3150,1564.81,2025-01-26 14:22:00,Jaipur,Rajasthan,DEV52372,iPhone,Yes Bank,Fuel,UPI,Success,,0,14,0,0,0,0,0,0,Low
TXN0000066,U04429,M5463,303.8,2025-11-29 10:40:00,Jaipur,Rajasthan,DEV55706,iPhone,Axis,Fuel,Wallet,Success,,0,10,0,0,0,0,0,0,Low
TXN0000067,U02845,M8891,3240.97,2025-08-13 04:23:00,Jaipur,Rajasthan,DEV82362,iPhone,HDFC,Food Delivery,Credit Card,Failed,Authentication Failure,0,4,1,0,0,0,0,20,Low
TXN0000068,U01117,M6634,154.95,2025-12-14 09:21:00,Chennai,Tamil Nadu,DEV66418,iPhone,Axis,Grocery,Credit Card,Success,,0,9,0,0,1,0,0,30,Low
TXN0000069,U00060,M9981,8668.29,2025-10-15 10:47:00,Pune,Maharashtra,DEV19116,Android,HDFC,Pharmacy,Credit Card,Success,,0,10,0,0,0,0,0,0,Low
TXN0000070,U03100,M4614,2958.97,2025-07-17 23:11:00,Chennai,Tamil Nadu,DEV32227,iPhone,SBI,Pharmacy,Wallet,Success,,0,23,0,0,0,0,0,0,Low
TXN0000071,U01541,M2121,443.08,2025-11-28 13:41:00,Bangalore,Karnataka,DEV94239,iPhone,HDFC,Fashion,UPI,Success,,0,13,0,0,0,0,0,0,Low
TXN0000072,U00159,M3492,11.07,2025-03-16 11:21:00,Delhi,Delhi,DEV44522,iPhone,Kotak,Grocery,Wallet,Success,,0,11,0,0,0,0,1,15,Low
TXN0000073,U01908,M2477,3379.79,2025-09-06 23:21:00,Bangalore,Karnataka,DEV95191,iPhone,SBI,Utilities,Wallet,Success,,0,23,0,0,0,0,0,0,Low
TXN0000074,U03799,M1519,2454.19,2025-07-14 01:29:00,Pune,Maharashtra,DEV71623,iPhone,SBI,Fuel,UPI,Success,,0,1,1,0,1,0,0,50,Medium
TXN0000075,U02049,M7251,2611.33,2025-11-19 13:18:00,Delhi,Delhi,DEV20494,Android,SBI,Travel,Credit Card,Success,,0,13,0,0,0,0,1,15,Low
TXN0000076,U00770,M9538,2950.43,2025-08-24 05:56:00,Hyderabad,Telangana,DEV11658,Android,Axis,Pharmacy,Debit Card,Success,,0,5,0,0,0,0,0,0,Low
TXN0000077,U04268,M3001,153.86,2025-09-20 10:54:00,Chennai,Tamil Nadu,DEV92211,Android,Axis,Fashion,Wallet,Success,,0,10,0,0,0,0,0,0,Low
TXN0000078,U03557,M6316,887.79,2025-10-16 05:15:00,Delhi,Delhi,DEV15504,Android,HDFC,Fashion,UPI,Success,,0,5,0,0,1,0,1,45,Medium
TXN0000079,U04885,M3539,246.3,2025-04-25 19:58:00,Pune,Maharashtra,DEV63636,iPhone,Yes Bank,Food Delivery,Wallet,Success,,0,19,0,0,0,0,0,0,Low
TXN0000080,U00492,M1979,3977.06,2025-04-02 14:59:00,Pune,Maharashtra,DEV24208,iPhone,PNB,Fuel,UPI,Success,,0,14,0,0,0,0,0,0,Low
TXN0000081,U02846,M8187,1952.6,2025-04-09 02:36:00,Hyderabad,Telangana,DEV52154,iPhone,SBI,Pharmacy,Debit Card,Success,,0,2,1,0,0,0,0,20,Low
TXN0000082,U02415,M9892,803.64,2025-08-24 16:43:00,Ahmedabad,Gujarat,DEV12482,iPhone,HDFC,Fuel,Debit Card,Success,,0,16,0,0,0,0,0,0,Low
TXN0000083,U04543,M3627,131.34,2025-08-04 07:15:00,Mumbai,Maharashtra,DEV36253,iPhone,Kotak,Fuel,Credit Card,Success,,0,7,0,0,0,0,1,15,Low
TXN0000084,U04145,M7210,744.98,2025-08-22 12:32:00,Bangalore,Karnataka,DEV19830,Android,SBI,Electronics,Wallet,Success,,0,12,0,0,0,0,0,0,Low
TXN0000085,U04294,M9151,786.63,2025-10-26 09:51:00,Jaipur,Rajasthan,DEV86372,iPhone,HDFC,Fashion,Debit Card,Failed,Network Error,0,9,0,0,0,0,0,0,Low
TXN0000086,U01464,M1512,2615.75,2025-03-13 21:50:00,Hyderabad,Telangana,DEV59925,Android,SBI,Utilities,Wallet,Success,,0,21,0,0,0,0,0,0,Low
TXN0000087,U04308,M5193,2029.78,2025-01-10 12:41:00,Delhi,Delhi,DEV89817,Android,ICICI,Travel,UPI,Success,,0,12,0,0,0,0,1,15,Low
TXN0000088,U03835,M1994,4364.5,2025-02-12 10:52:00,Pune,Maharashtra,DEV87580,iPhone,Kotak,Pharmacy,Debit Card,Success,,0,10,0,0,0,0,0,0,Low
TXN0000089,U00639,M4537,1278.13,2025-10-08 14:08:00,Jaipur,Rajasthan,DEV40311,Android,SBI,Food Delivery,Wallet,Success,,0,14,0,0,0,0,0,0,Low
TXN0000090,U01466,M7802,254.74,2025-11-07 23:40:00,Mumbai,Maharashtra,DEV79541,Android,Yes Bank,Electronics,Credit Card,Success,,0,23,0,0,0,0,1,15,Low
TXN0000091,U02765,M3591,2498.25,2025-08-18 11:43:00,Jaipur,Rajasthan,DEV78321,iPhone,Kotak,Utilities,Debit Card,Success,,0,11,0,0,0,0,0,0,Low
TXN0000092,U02650,M4943,2860.79,2025-07-05 00:31:00,Lucknow,Uttar Pradesh,DEV99167,iPhone,Kotak,Travel,Credit Card,Success,,0,0,1,0,0,0,0,20,Low
TXN0000093,U00284,M5660,1647.77,2025-01-05 18:47:00,Lucknow,Uttar Pradesh,DEV22224,iPhone,SBI,Fuel,Debit Card,Success,,0,18,0,0,0,0,0,0,Low
TXN0000094,U02261,M9376,2947.78,2025-01-28 11:29:00,Jaipur,Rajasthan,DEV51853,iPhone,Kotak,Fuel,UPI,Success,,0,11,0,0,0,0,0,0,Low
TXN0000095,U04770,M5093,1361.63,2025-10-19 02:58:00,Hyderabad,Telangana,DEV24802,Android,ICICI,Fashion,UPI,Success,,0,2,1,0,0,0,0,20,Low
TXN0000096,U01417,M8999,1479.36,2025-01-28 05:06:00,Lucknow,Uttar Pradesh,DEV17329,iPhone,Yes Bank,Food Delivery,Debit Card,Success,,0,5,0,0,1,0,0,30,Low
TXN0000097,U03558,M7824,1115.63,2025-10-06 12:26:00,Mumbai,Maharashtra,DEV72613,Android,Yes Bank,Travel,UPI,Success,,0,12,0,0,0,0,1,15,Low
TXN0000098,U01226,M6354,51.5,2025-02-06 18:53:00,Jaipur,Rajasthan,DEV65615,iPhone,PNB,Travel,Wallet,Success,,0,18,0,0,0,0,0,0,Low
TXN0000099,U00738,M4638,228.33,2025-04-07 06:10:00,Kolkata,West Bengal,DEV25012,iPhone,ICICI,Pharmacy,Wallet,Failed,UPI Server Down,0,6,0,0,0,0,0,0,Low
TXN0000100,U02151,M2393,63.87,2025-04-09 05:02:00,Kolkata,West Bengal,DEV13445,iPhone,Kotak,Pharmacy,Wallet,Success,,0,5,0,0,0,0,0,0,Low
TXN0000101,U01607,M9589,2023.46,2025-11-10 03:56:00,Hyderabad,Telangana,DEV15952,iPhone,HDFC,Food Delivery,Debit Card,Success,,0,3,1,0,0,0,0,20,Low
TXN0000102,U03389,M7939,754.79,2025-09-08 21:00:00,Pune,Maharashtra,DEV39470,Android,ICICI,Travel,Debit Card,Success,,0,21,0,0,0,0,0,0,Low
TXN0000103,U03623,M3389,1420.87,2025-09-30 04:59:00,Ahmedabad,Gujarat,DEV41370,Android,SBI,Travel,Wallet,Success,,0,4,1,0,0,0,0,20,Low
TXN0000104,U00447,M4982,4762.53,2025-09-07 23:06:00,Lucknow,Uttar Pradesh,DEV41029,Android,HDFC,Fashion,UPI,Success,,0,23,0,0,0,0,0,0,Low
TXN0000105,U04408,M4471,573.48,2025-04-13 22:13:00,Hyderabad,Telangana,DEV45269,Android,Kotak,Fashion,Credit Card,Success,,0,22,0,0,0,0,0,0,Low
TXN0000106,U02093,M3790,1056.56,2025-02-08 15:43:00,Delhi,Delhi,DEV99006,iPhone,ICICI,Travel,Debit Card,Success,,0,15,0,0,0,1,1,50,Medium
TXN0000107,U02223,M6901,2817.5,2025-06-18 07:57:00,Mumbai,Maharashtra,DEV15399,iPhone,SBI,Fashion,Credit Card,Success,,0,7,0,0,0,0,1,15,Low
TXN0000108,U03971,M9709,519.61,2025-01-16 15:32:00,Mumbai,Maharashtra,DEV57069,Android,HDFC,Travel,Credit Card,Success,,0,15,0,0,0,0,1,15,Low
TXN0000109,U03223,M3572,160.21,2025-08-09 03:32:00,Delhi,Delhi,DEV39098,Android,ICICI,Electronics,Debit Card,Success,,0,3,1,0,0,0,1,35,Medium
TXN0000110,U00508,M5221,684.28,2025-06-14 06:20:00,Kolkata,West Bengal,DEV78146,Android,Yes Bank,Grocery,Debit Card,Success,,0,6,0,0,0,0,0,0,Low
TXN0000111,U03132,M9531,351.62,2025-06-25 00:36:00,Lucknow,Uttar Pradesh,DEV53544,Android,Yes Bank,Travel,Credit Card,Success,,0,0,1,0,0,0,0,20,Low
TXN0000112,U03680,M9883,5309.9,2025-04-11 13:38:00,Bangalore,Karnataka,DEV95175,iPhone,HDFC,Fuel,Wallet,Success,,0,13,0,0,0,0,0,0,Low
TXN0000113,U03524,M3378,3301.77,2025-03-28 04:58:00,Lucknow,Uttar Pradesh,DEV22234,Android,HDFC,Electronics,UPI,Success,,0,4,1,0,0,0,0,20,Low
TXN0000114,U02611,M7783,2006.99,2025-04-21 15:38:00,Kolkata,West Bengal,DEV58174,Android,ICICI,Utilities,Debit Card,Success,,0,15,0,0,0,0,0,0,Low
TXN0000115,U02187,M4783,4103.04,2025-09-19 14:32:00,Lucknow,Uttar Pradesh,DEV17263,Android,HDFC,Travel,UPI,Success,,0,14,0,0,0,0,0,0,Low
TXN0000116,U04954,M8680,3255.94,2025-12-12 01:04:00,Pune,Maharashtra,DEV99995,Android,HDFC,Pharmacy,Credit Card,Success,,0,1,1,0,0,0,0,20,Low
TXN0000117,U00123,M5421,412.99,2025-02-18 03:48:00,Kolkata,West Bengal,DEV57447,Android,HDFC,Travel,Wallet,Success,,0,3,1,0,0,0,0,20,Low
TXN0000118,U04014,M6323,4461.63,2025-01-31 10:58:00,Ahmedabad,Gujarat,DEV56095,iPhone,HDFC,Pharmacy,Credit Card,Success,,0,10,0,0,0,0,0,0,Low
TXN0000119,U04686,M9784,1550.2,2025-11-25 20:26:00,Jaipur,Rajasthan,DEV15164,iPhone,PNB,Grocery,UPI,Success,,0,20,0,0,0,0,0,0,Low
TXN0000120,U04250,M9812,3294.7,2025-02-05 21:30:00,Kolkata,West Bengal,DEV77740,Android,PNB,Grocery,Credit Card,Success,,0,21,0,0,0,0,0,0,Low
TXN0000121,U02343,M8558,4528.49,2025-04-14 13:49:00,Bangalore,Karnataka,DEV22672,iPhone,Axis,Fashion,UPI,Success,,0,13,0,0,0,0,0,0,Low
TXN0000122,U00928,M3945,765.46,2025-10-29 03:28:00,Lucknow,Uttar Pradesh,DEV17894,iPhone,PNB,Fuel,Credit Card,Success,,0,3,1,0,0,0,0,20,Low
TXN0000123,U01655,M8449,233.18,2025-03-31 23:05:00,Mumbai,Maharashtra,DEV57428,Android,ICICI,Electronics,Wallet,Success,,0,23,0,0,0,0,1,15,Low
TXN0000124,U04292,M7292,517.37,2025-10-05 03:35:00,Jaipur,Rajasthan,DEV84264,Android,Kotak,Fuel,Credit Card,Success,,0,3,1,0,0,0,0,20,Low
TXN0000125,U01230,M3656,1114.12,2025-08-13 07:46:00,Bangalore,Karnataka,DEV36111,iPhone,HDFC,Grocery,Credit Card,Success,,0,7,0,0,0,0,0,0,Low
TXN0000126,U01481,M2926,3407.66,2025-01-09 21:20:00,Bangalore,Karnataka,DEV64239,iPhone,HDFC,Grocery,Debit Card,Success,,0,21,0,0,0,0,0,0,Low
TXN0000127,U04981,M9084,3942.69,2025-10-26 15:54:00,Hyderabad,Telangana,DEV88656,iPhone,HDFC,Utilities,Credit Card,Fraud,,1,15,0,0,1,1,0,65,High
TXN0000128,U04484,M5556,13.95,2025-05-15 14:18:00,Lucknow,Uttar Pradesh,DEV55746,Android,PNB,Travel,UPI,Success,,0,14,0,0,1,0,0,30,Low
TXN0000129,U04736,M5889,1429.75,2025-10-31 14:51:00,Pune,Maharashtra,DEV58840,Android,SBI,Grocery,UPI,Success,,0,14,0,0,0,0,0,0,Low
TXN0000130,U04874,M3906,1080.55,2025-03-09 19:29:00,Ahmedabad,Gujarat,DEV56548,iPhone,PNB,Electronics,UPI,Success,,0,19,0,0,0,0,0,0,Low
TXN0000131,U03501,M2063,502.33,2025-07-19 19:48:00,Chennai,Tamil Nadu,DEV27117,iPhone,Axis,Fuel,UPI,Success,,0,19,0,0,0,0,0,0,Low
TXN0000132,U00477,M2790,255.36,2025-07-29 02:57:00,Lucknow,Uttar Pradesh,DEV46585,iPhone,PNB,Food Delivery,Credit Card,Success,,0,2,1,0,0,0,0,20,Low
TXN0000133,U02899,M3125,823.82,2025-12-25 15:08:00,Lucknow,Uttar Pradesh,DEV74004,Android,Kotak,Utilities,Credit Card,Success,,0,15,0,0,0,0,0,0,Low
TXN0000134,U01586,M1025,5726.24,2025-05-31 23:22:00,Mumbai,Maharashtra,DEV96761,iPhone,SBI,Utilities,UPI,Success,,0,23,0,0,0,0,1,15,Low
TXN0000135,U01740,M1185,780.77,2025-02-19 09:31:00,Hyderabad,Telangana,DEV95437,iPhone,PNB,Fashion,Debit Card,Success,,0,9,0,0,0,0,0,0,Low
TXN0000136,U00933,M6460,1462.91,2025-05-22 06:40:00,Pune,Maharashtra,DEV37659,iPhone,Axis,Grocery,Wallet,Success,,0,6,0,0,0,0,0,0,Low
TXN0000137,U03888,M1582,2428.17,2025-09-02 00:27:00,Bangalore,Karnataka,DEV49169,iPhone,Axis,Fuel,Credit Card,Success,,0,0,1,0,0,0,0,20,Low
TXN0000138,U04269,M5904,903.95,2025-06-01 15:39:00,Lucknow,Uttar Pradesh,DEV29382,iPhone,PNB,Electronics,UPI,Success,,0,15,0,0,0,0,0,0,Low
TXN0000139,U01224,M5595,7135.6,2025-10-11 16:09:00,Delhi,Delhi,DEV49210,Android,ICICI,Pharmacy,Wallet,Success,,0,16,0,0,0,0,1,15,Low
TXN0000140,U02577,M1518,6564.02,2025-06-23 01:05:00,Chennai,Tamil Nadu,DEV22502,iPhone,Axis,Food Delivery,Credit Card,Success,,0,1,1,0,0,0,0,20,Low
TXN0000141,U02477,M3867,580.12,2025-03-09 10:22:00,Mumbai,Maharashtra,DEV55398,iPhone,ICICI,Grocery,Wallet,Success,,0,10,0,0,0,0,1,15,Low
TXN0000142,U01263,M4116,1375.32,2025-04-15 08:15:00,Pune,Maharashtra,DEV27927,Android,Axis,Fashion,Debit Card,Success,,0,8,0,0,0,0,0,0,Low
TXN0000143,U01088,M4361,715.86,2025-01-03 23:49:00,Delhi,Delhi,DEV82255,iPhone,Axis,Pharmacy,UPI,Success,,0,23,0,0,0,0,1,15,Low
TXN0000144,U00714,M6460,670.5,2025-01-17 08:52:00,Ahmedabad,Gujarat,DEV39389,iPhone,SBI,Food Delivery,Debit Card,Success,,0,8,0,0,0,0,0,0,Low
TXN0000145,U02348,M5532,75.17,2025-07-18 12:58:00,Jaipur,Rajasthan,DEV57920,Android,ICICI,Utilities,UPI,Success,,0,12,0,0,0,0,0,0,Low
