order_id,city,category,order_amount,sla_minutes,cleaned_order_amount
921fe94c-6670-4590-8689-1509db03269f,Kolkata,Household,984.88,10,984.88
7bd9352f-df79-41df-b15a-aa97e9f84ddc,Chennai,Fruits,333.23,25,333.23
e86372ec-e5a1-4b44-b90e-a8e377e676a9,Ahmedabad,Fruits,960.04,25,960.04
8b12d1be-e02c-4f44-8b0f-6391f4739302,Chennai,Beverages,539.7,25,539.7
590ef60e-f3ab-4566-a1ff-d307fc56f827,Kolkata,Fruits,737.83,10,737.83
195109b7-fa7a-4ae1-accd-f8f5fbe2e183,Mumbai,Household,899.89,15,899.89
1c65d9d6-f960-4610-988b-aef2c2ab3556,Bangalore,Household,270.0,15,270.0
1081d08f-7978-4151-85bb-bbe58b8204af,Delhi,Household,549.49,10,549.49
c9440d40-dab3-4050-af9c-2f58aacb335d,Pune,Dairy,234.93,15,234.93
bd0675c2-79c7-4535-8b89-d3f41d22f261,Ahmedabad,Personal Care,205.99,25,205.99
d57b0361-05f9-4e1c-b893-0915b897a309,Mumbai,Frozen Food,171.91,25,171.91
590ca80e-857f-4019-a625-0a502df634ce,Hyderabad,Frozen Food,225.83,10,225.83
40260ba1-c7bb-4b5e-b982-acdb5ad4902d,Chennai,Personal Care,591.71,10,591.71
a94abb59-7883-4a24-88a3-96ab6beabb73,Ahmedabad,Fruits,405.7,10,405.7
4f90bd5a-5ca8-477f-be02-6115a386753f,Mumbai,Household,1078.64,15,1078.64
3f180da4-d13e-4391-b80e-8238124ad621,Ahmedabad,Snacks,733.97,15,733.97
38111254-d23d-4d22-8425-7b8545385a87,Kolkata,Fruits,1035.01,10,1035.01
44e3aae4-cbee-4e53-ab80-e4bd8ad2023c,Hyderabad,Fruits,486.66,10,486.66
f1b0aa98-6791-419a-96bb-1dd4069fcc6e,Kolkata,Snacks,698.23,15,698.23
d5a39359-ffdc-4a0f-a40c-e92ee1ec7f11,Bangalore,Household,298.73,15,298.73
8bfda527-9e62-4ba2-abc9-05d802a678f1,Mumbai,Household,666.1,15,666.1
a6c08de6-905c-4c6c-acae-0ae7c2300256,Chennai,Beverages,287.79,25,287.79
69ce20ce-3230-4413-a87d-ba4b444426ce,Ahmedabad,Fruits,978.7,15,978.7
5c2ceaa8-f25d-4871-a4cc-3a6f6ca5f83d,Mumbai,Fruits,463.76,25,463.76
3caded03-f7a6-4d63-837e-caa9eb4db0c5,Bangalore,Dairy,612.49,10,612.49
a56540d8-8dfb-432b-be30-544230dd2cd3,Hyderabad,Household,490.29,25,490.29
b88bb5d7-0edd-47f1-8a86-dc6cf2396b16,Kolkata,Personal Care,228.51,10,228.51
be067fb6-0f10-41f1-81aa-2d6d252ac8f3,Pune,Dairy,382.75,10,382.75
5fa353c6-b85c-480d-8626-41d2f93584fd,Bangalore,Dairy,1000.45,25,1000.45
107e8765-898c-40dc-a4ec-b9e00df2db8d,Chennai,Fruits,366.89,10,366.89
21f5ec0f-6f42-4d55-a2ee-3142e77d1c32,Hyderabad,Fruits,822.78,25,822.78
38308c76-17ab-40a3-b08e-1d05ddd9c17f,Ahmedabad,Dairy,969.67,25,969.67
93664aee-cd55-42a0-bfc3-e7440ad815be,Pune,Frozen Food,665.19,25,665.19
f560c579-4cd4-4aeb-bb2f-e3c70ecf7efd,Chennai,Personal Care,1015.69,10,1015.69
209ee4bf-38eb-46d3-a9ba-79c29c465acc,Kolkata,Beverages,376.82,15,376.82
473191ec-8f98-463d-9087-d5606f978994,Bangalore,Snacks,1029.23,25,1029.23
20b0f237-7c9d-4a48-8d5d-37231330227f,Kolkata,Personal Care,816.21,10,816.21
1a815fc0-f4a9-4443-a7fe-a2565222edfc,Kolkata,Household,851.87,25,851.87
d1eaec8d-e284-4bc3-874e-8d4ca5d9e92d,Hyderabad,Personal Care,895.87,10,895.87
c906afe7-4c89-4184-ba88-601f492f7804,Pune,Frozen Food,1192.55,25,1192.55
c94d1e35-a653-47aa-b4a4-c5ac949aea0f,Hyderabad,Snacks,939.33,25,939.33
1908a187-f8ad-4908-aaf3-1cab74f49037,Chennai,Personal Care,888.16,25,888.16
26762e0e-d6bf-44d0-a15d-436697cc832b,Kolkata,Frozen Food,402.39,10,402.39
8f95ce2e-de4e-41e4-9690-35093a03e5ad,Pune,Dairy,329.39,10,329.39
66a79fd6-97a6-4801-81f4-9b49e20a8dbe,Kolkata,Personal Care,891.83,25,891.83
8e7b0f73-d6c4-4d7d-b9e3-115a9e122ab0,Hyderabad,Household,563.34,15,563.34
5e80ef52-32c6-4d82-b721-abc2120d8e6b,Kolkata,Household,547.11,10,547.11
51f6d27c-4ebe-459f-b3c5-23bfd52bc81c,Mumbai,Personal Care,237.6,10,237.6
181dc929-20c4-4eb1-8496-06685fe7c10c,Delhi,Fruits,430.17,25,430.17
f945a2e2-b2c9-4277-b3e7-d0dcae163548,Delhi,Frozen Food,576.85,15,576.85
fe75e7cf-e9b5-4079-89f4-cb90509128ba,Delhi,Household,765.09,15,765.09
fa13d07f-6539-4a86-83d7-81972adbdd10,Bangalore,Dairy,475.79,10,475.79
bc9deb2c-1e7e-4421-b412-c476cbaa0d41,Chennai,Fruits,915.66,25,915.66
1afceaa3-426c-47da-b467-d091baf5c3b6,Chennai,Snacks,879.94,25,879.94
09e2e04b-9a47-40c5-8a04-6853779a7395,Mumbai,Household,735.2,15,735.2
433efcf6-42cd-4f45-8060-f29ec5f62a33,Chennai,Beverages,716.5,25,716.5
98b84b86-3559-429a-91fc-1dece3cd105a,Kolkata,Beverages,883.09,15,883.09
018a5d9b-5e1f-473d-96ed-436917a768d3,Mumbai,Fruits,758.1,15,758.1
825bc799-814d-424d-909d-8425015b02b1,Bangalore,Fruits,1040.0,10,1040.0
162d52ab-73c3-4096-b7f6-8ad0185d35ac,Chennai,Fruits,224.9,25,224.9
5938f1a5-09d7-4571-89ea-07a206010964,Pune,Snacks,406.76,15,406.76
262b0bd0-7bb0-445b-bd21-3127359c9e66,Chennai,Dairy,964.48,25,964.48
2c80056e-61bd-4019-aeb7-36a9dc25fd93,Pune,Household,1167.59,10,1167.59
a30e5b37-675c-4571-9372-6227ecc3869e,Hyderabad,Snacks,794.03,15,794.03
2092497c-5542-482a-84be-f03fb1d306ee,Chennai,Personal Care,839.36,25,839.36
8c61ccdf-c5f7-4b0c-a425-4ccf3410f4c4,Bangalore,Household,860.74,15,860.74
30b71302-23ce-4beb-ad1a-27f743992098,Chennai,Dairy,852.6,10,852.6
faad77cc-a388-4b24-80b3-de89be9602c6,Pune,Beverages,1123.82,10,1123.82
0cb42ab3-7dc3-4733-8d70-3e6c8698bc18,Hyderabad,Beverages,735.29,25,735.29
3c83a2b3-f57b-4ceb-b8df-baeab5f446d5,Chennai,Dairy,306.08,15,306.08
b53924f7-77ab-4fe2-8551-56061bd29e95,Hyderabad,Frozen Food,755.07,15,755.07
8fd58de7-d60e-44b1-9bcd-4981ff78384f,Hyderabad,Beverages,1169.88,25,1169.88
b72dfbab-8b7f-446f-b700-db5a9bd70c84,Kolkata,Fruits,1045.03,10,1045.03
ddc0bf62-37b4-4ad8-9671-821d642cf687,Hyderabad,Fruits,1088.54,10,1088.54
9ba30aa9-1f6e-4b75-8b9c-a1bd3993c1ee,Kolkata,Dairy,498.29,15,498.29
8a71850d-0099-43b7-9376-6c5d62f0ce99,Pune,Personal Care,857.3,10,857.3
09a1013b-c043-47c7-b9e7-a6213b73f90a,Ahmedabad,Snacks,872.35,15,872.35
9c9296f6-7044-4435-8aa0-dbb6a4dddda1,Hyderabad,Frozen Food,1125.12,25,1125.12
eb0cac06-965c-409f-9be2-595a39ab62f9,Chennai,Frozen Food,681.58,10,681.58
23f9361a-7bdf-42b4-98b1-c95b217239e4,Kolkata,Beverages,1153.17,25,1153.17
5894b8ca-5387-42b8-9b06-bfee3dc405b8,Ahmedabad,Snacks,208.79,25,208.79
b79764ba-c576-4f2a-a086-c7e95971aa4f,Pune,Household,306.47,25,306.47
a73e1c7c-b323-4dea-978d-947e3c8e78e1,Kolkata,Fruits,199.96,25,199.96
88b83922-c476-48c5-915f-cfd1b3638807,Chennai,Frozen Food,765.13,25,765.13
f6ba7415-80ce-492f-9efe-d232eec6a5f1,Bangalore,Personal Care,605.36,10,605.36
36fd099f-28fc-4b56-b5b0-540825ceed4b,Delhi,Personal Care,816.6,10,816.6
dd20c82d-2ba4-4948-995e-941b8e755a42,Bangalore,Frozen Food,1129.43,25,1129.43
c31e7a88-082f-43c3-a3a9-c9e0d1fa7a7c,Chennai,Frozen Food,260.77,15,260.77
f23225e6-853d-49bc-8922-fe02136405fa,Mumbai,Dairy,802.78,10,802.78
16e9208d-6b82-419b-bf3e-06a1c7a8f139,Bangalore,Beverages,961.84,10,961.84
41d12962-ee22-4074-90b0-e458c94ded4b,Mumbai,Household,862.01,15,862.01
1ad990bc-f00f-4493-b0c1-65cb2a5554bc,Hyderabad,Snacks,848.98,10,848.98
aa4486e5-ac31-4cf7-8fee-ecbfdf2c3bd3,Ahmedabad,Fruits,679.78,10,679.78
9f42d7a8-c3f2-43fb-a101-e89b9f4d6327,Chennai,Fruits,612.99,15,612.99
fd6aab4e-8f92-44e6-bcba-b0ab96db8ea0,Mumbai,Dairy,937.12,25,937.12
ed1de4b4-38c5-492a-b88e-d384ec7fae69,Chennai,Dairy,724.02,10,724.02
ef78cbd8-215a-4f1e-935d-7a01d689fa2b,Kolkata,Beverages,588.53,15,588.53
548f947d-550e-4944-954e-8cf5820fae4d,Kolkata,Fruits,518.62,15,518.62
944b578a-3464-4544-82b2-5825c44e7eb7,Kolkata,Personal Care,584.63,25,584.63
c8d757cd-4d47-45d2-9723-1a08c16b7e31,Pune,Fruits,531.78,10,531.78
6dcb547d-166a-4254-9903-5ee2a67dc36e,Pune,Beverages,971.36,25,971.36
b37b0d4b-847a-4488-bd46-98efcfb51459,Pune,Personal Care,356.35,10,356.35
1d2b558e-b7d9-4510-abdd-f3dab2f6a549,Ahmedabad,Frozen Food,156.82,25,156.82
f8ec23b9-64c5-46ba-9d5c-5be9594d7d4e,Hyderabad,Fruits,594.0,10,594.0
f60329bd-5881-49be-93b4-cc1c7e5f0709,Chennai,Personal Care,174.16,25,174.16
329eda07-9e08-4307-b1c7-d0c798183e5e,Mumbai,Frozen Food,644.05,25,644.05
3898c9a4-a125-420c-a966-26d321129839,Hyderabad,Fruits,778.67,25,778.67
763e291b-37f9-43f4-a2ca-e7d8ec761fa5,Kolkata,Household,1075.36,15,1075.36
ea1877af-3905-459d-9c70-afd93b17321b,Chennai,Snacks,349.25,15,349.25
30e9e55f-2a08-4212-ba3b-3d89cf2b2f72,Hyderabad,Personal Care,778.41,25,778.41
2372ae97-034a-4bde-8111-e5b319af66f2,Pune,Fruits,527.21,10,527.21
ee4d5efa-32db-4839-bb95-527c5d9917a3,Mumbai,Household,688.02,25,688.02
a4127e4a-0ac9-4d33-be79-35070f11873a,Pune,Dairy,291.58,15,291.58
d579eb1a-5ef0-4c67-bb69-bed74d0e8e75,Bangalore,Dairy,274.61,10,274.61
a304ec18-5cb8-4958-8bbb-ec6673f89661,Hyderabad,Dairy,745.46,15,745.46
60d80a54-f522-4938-b3e9-0d12dc90eabe,Pune,Frozen Food,839.7,25,839.7
88891d68-4c70-45de-b7d2-48be2bd36549,Pune,Dairy,941.23,25,941.23
4f9fa1b7-cc5c-4356-b243-0bb5b7699bf6,Kolkata,Household,494.73,10,494.73
f85e341d-0c2c-41c4-8dc3-172e0d28509f,Delhi,Dairy,200.52,15,200.52
7ef40e5b-206a-4dec-ba44-12af7604decf,Delhi,Dairy,812.5,25,812.5
db701cdf-fd25-465f-a1ff-f53f3c3bdf38,Delhi,Frozen Food,454.92,10,454.92
7cc9be8a-7711-45c6-b49d-b7f59afe353d,Ahmedabad,Dairy,828.99,10,828.99
f07b50ac-76f7-46bd-ad48-1ae70d5c4629,Pune,Dairy,1083.48,25,1083.48
d77cc1bb-2450-48b3-93a8-79ff60eebc05,Chennai,Dairy,569.63,25,569.63
495554fe-a945-402f-88a4-17499b43f1a8,Delhi,Frozen Food,980.14,25,980.14
79f8cebe-0c50-4309-8c28-c818ca302bbb,Delhi,Personal Care,455.06,15,455.06
7dc6ef24-bc7b-49f0-b1cc-c10293316a5a,Chennai,Personal Care,372.56,25,372.56
bc0aac20-5a1f-4b46-8e89-33f5f7d57e94,Bangalore,Fruits,936.75,10,936.75
58162aa5-ea56-4e32-a913-47fddd8df965,Chennai,Household,808.92,25,808.92
6fbe9699-e21f-4f0a-964b-4be0be113853,Pune,Beverages,614.25,10,614.25
ebd38a79-82c6-4005-b4c5-9deb9d5e9356,Pune,Fruits,798.19,25,798.19
d7874a3b-f597-4aa9-8379-609b357a6df8,Delhi,Fruits,764.67,15,764.67
4a7e4e20-01a5-4130-8008-20330777f931,Chennai,Snacks,681.37,15,681.37
c196c36c-b738-4506-a2c6-1ba2f1f99c0c,Ahmedabad,Beverages,582.82,25,582.82
d73c8451-a09b-4324-908f-31b14bcab689,Hyderabad,Personal Care,958.2,15,958.2
16e6c7b0-49a1-480b-870c-35503f3a5d4f,Kolkata,Personal Care,242.42,25,242.42
56335ceb-f0e7-45f6-8744-ae15562e744e,Chennai,Personal Care,258.51,15,258.51
2648a502-b26a-4336-b961-4d77d050e9b4,Bangalore,Frozen Food,255.86,10,255.86
0d069e47-2808-4ec1-b7d5-4f4d75409ae4,Hyderabad,Personal Care,1085.26,25,1085.26
bd06dd70-fb0d-4d19-afe0-070a223d05e8,Mumbai,Snacks,643.94,10,643.94
db204f20-c1ba-4f65-8fc6-1628c998f30b,Delhi,Beverages,242.96,15,242.96
b0af232d-8c1d-40b0-95bc-7f48c7613bcf,Mumbai,Household,635.98,10,635.98
a2edf53d-0614-431f-9376-a7550b7332f4,Bangalore,Household,652.12,10,652.12
1e0ba29f-8458-4a5f-9e89-a6db843f84fd,Kolkata,Dairy,1023.11,25,1023.11
fc491372-2140-4cb4-9cc5-99d4d567c5a3,Ahmedabad,Fruits,541.42,10,541.42
a252c404-efa0-42b0-a2dd-8d505cb5dd66,Kolkata,Beverages,605.88,10,605.88
3b72be01-a849-4817-a647-d59b259ff914,Ahmedabad,Dairy,402.96,15,402.96
5efce1e2-bb8f-4ff0-a9dc-6e62dd07b5b1,Hyderabad,Personal Care,290.97,10,290.97
a2104f76-8cbe-482f-a0cd-c12e8ab9f4d3,Hyderabad,Fruits,344.25,10,344.25
5f6b2bba-650e-4c2a-b2f0-b6c16b5aba60,Ahmedabad,Household,976.81,25,976.81
cd43acf5-ccc8-466f-8705-9447bdfdef82,Chennai,Personal Care,192.19,10,192.19
7e7d3244-9ca0-4d76-a8fd-c27ec4811b97,Mumbai,Snacks,699.77,25,699.77
edbb1ae8-e7ed-46c1-a79d-13e193185973,Delhi,Personal Care,540.09,10,540.09
2938e6cc-0565-4c81-ad8b-a6472a4036f6,Pune,Household,828.22,15,828.22
ed165119-d84d-462d-b9d9-c6a299395cf3,Ahmedabad,Snacks,1007.61,25,1007.61
dfa01125-a988-479d-b019-c04a27e311a6,Bangalore,Personal Care,1127.05,15,1127.05
6ce9a29a-949d-43b3-a07c-619a6d078e14,Mumbai,Dairy,1027.27,25,1027.27
96d863aa-b401-43a3-b5d6-b1fb3db1e1a7,Delhi,Household,1067.88,25,1067.88
56284ef1-6072-45ba-bfab-fa6acece0a14,Delhi,Snacks,158.6,15,158.6
b80dbf4e-6b56-4d2c-8d19-a48e31860965,Bangalore,Frozen Food,259.56,15,259.56
57d7cb5f-7855-47b8-b5bb-9f23a81dd705,Chennai,Dairy,1066.83,10,1066.83
7c672df6-55c9-4e7e-ae71-1bfdfc936fb6,Ahmedabad,Frozen Food,174.56,15,174.56
9b9d4134-63f7-40fa-b4ba-258fa01c14d9,Kolkata,Beverages,752.21,10,752.21
17f0f473-3181-4875-8745-e09a89ee363d,Bangalore,Beverages,241.59,15,241.59
b2b1d7ef-5415-4f10-a5b2-9c518969daaf,Ahmedabad,Snacks,1073.17,10,1073.17
ca5474f2-ccf6-46dc-a375-5fa3a3c90d3c,Ahmedabad,Fruits,879.93,25,879.93
25b23aec-8381-4f5a-8f8e-8c42b8792788,Chennai,Beverages,1188.5,25,1188.5
32e76b30-4ecf-4b9e-9ebb-20c8202f0850,Kolkata,Dairy,453.58,25,453.58
effb7acd-3fe4-4f44-82b8-9d7936982ca2,Ahmedabad,Dairy,824.44,25,824.44
3122ca11-4147-4f5a-ba29-120968e8ea22,Delhi,Dairy,158.37,15,158.37
d4960f6a-2eee-4f20-9a16-ed7d7b48719c,Chennai,Personal Care,902.17,10,902.17
2aa977dd-74c0-4058-a65d-84c7fa4292c5,Delhi,Fruits,479.68,25,479.68
630a473b-0b41-4fd3-85b8-15c1fed8a218,Mumbai,Beverages,882.63,25,882.63
a123fd89-70f8-4ed3-8aba-df71b4352a29,Chennai,Personal Care,1156.26,15,1156.26
6b11e76d-d3cd-4590-997c-2ae8cb4f6002,Hyderabad,Personal Care,151.78,25,151.78
d85e083c-64ac-4930-93d6-10c6df7b979f,Chennai,Dairy,568.09,10,568.09
72c83420-131e-42cd-b395-a38e75e2c653,Bangalore,Dairy,1050.48,15,1050.48
6626916d-e0e2-40d9-86fa-8d1cff8e760c,Kolkata,Dairy,1083.19,15,1083.19
c43bc0fa-0189-41c4-82d9-7c72c119b2f7,Ahmedabad,Household,170.62,25,170.62
012764fc-caa8-4d40-86a0-d15b77bc85bd,Kolkata,Personal Care,1079.59,15,1079.59
46146f8f-d11a-4936-bdc4-eb5afae83314,Delhi,Dairy,599.47,15,599.47
2e9f0815-63dd-4adc-a51d-ce5331df5570,Mumbai,Household,634.21,15,634.21
62387a84-e2a5-4d9a-aee8-ad4db06f5c66,Chennai,Frozen Food,1055.41,25,1055.41
d159866f-4b97-4222-9949-d9af1eca9d80,Ahmedabad,Frozen Food,985.27,10,985.27
44e2af06-c40a-49b7-b6f2-6ab9edc1ca83,Mumbai,Snacks,651.64,25,651.64
97112cec-105a-40c2-b8f5-c605a5bee532,Pune,Frozen Food,222.87,10,222.87
7a9a71e3-44af-47ad-a180-10a6ea9a1468,Delhi,Fruits,850.06,25,850.06
bf81d18b-baaf-439b-8004-17180b43d319,Pune,Frozen Food,1170.33,10,1170.33
21cb1fb9-2864-4a51-8aa7-b59619887234,Hyderabad,Personal Care,609.75,25,609.75
4a6dd947-c77b-4c78-a23f-6df0f2bb6650,Ahmedabad,Snacks,380.22,25,380.22
892aa600-dc5f-4652-bdd7-2389232dbe47,Bangalore,Beverages,756.6,10,756.6
2ace47ab-3284-452f-8c23-46279dfb7f45,Delhi,Fruits,543.21,15,543.21
721f89b1-1ad8-4d72-bf31-439162305e6c,Hyderabad,Snacks,691.4,25,691.4
cbd83bbb-5cfe-4fa1-b299-399d7d39bd1e,Pune,Household,366.53,15,366.53
061402d6-136a-49f1-be78-a103d5010de0,Bangalore,Fruits,1105.67,10,1105.67
18da0485-d95e-4c02-baba-0ff73c31aae3,Bangalore,Beverages,351.14,15,351.14
4280d7c8-89e3-4ffa-aafb-bbfb4736ad74,Bangalore,Beverages,180.71,25,180.71
8c9b4e5d-a5ad-4221-b233-bd9f0a6aa988,Bangalore,Dairy,543.89,15,543.89
e8d996c8-f6ef-40fd-af38-404f73834256,Kolkata,Beverages,246.97,15,246.97
d8978449-3ee2-4152-a0de-7c56411fb2d9,Delhi,Snacks,1058.32,15,1058.32
05766f74-db32-4867-bc39-8ab386548876,Pune,Fruits,502.0,15,502.0
88a11517-bfdf-4ca1-a59e-cdac93fe550b,Mumbai,Frozen Food,594.04,10,594.04
066a8f8b-4e54-4ffc-8b3f-e7ce342d4b69,Mumbai,Fruits,720.05,15,720.05
13f6a57e-1621-4615-9c8a-6a3f64e62b14,Hyderabad,Beverages,931.92,25,931.92
3c8e1231-9916-4b46-aafd-48ec1f91cc5e,Mumbai,Household,376.77,25,376.77
5f650ca0-5cfc-4254-9cf9-221c430afbc4,Pune,Dairy,1101.32,10,1101.32
de51753a-ec2f-4fc2-a94c-0a79c919a58d,Chennai,Snacks,216.18,15,216.18
a12980a1-8e0b-42d3-a3eb-d90ae191f89a,Ahmedabad,Personal Care,1048.18,25,1048.18
199f38de-08cc-4864-a97a-2c5fb99d2b56,Hyderabad,Personal Care,229.71,25,229.71
c643060f-29fa-48f6-addb-57ac9ebb7e25,Hyderabad,Personal Care,1002.05,10,1002.05
c001169a-e125-4912-b344-ba6a44e785f5,Kolkata,Frozen Food,570.87,25,570.87
df27b383-172f-45cb-ade3-447485a8a97d,Kolkata,Snacks,1074.63,15,1074.63
259db366-7bde-46ee-b3b8-62beda8192e5,Mumbai,Personal Care,1021.48,25,1021.48
8b6281e9-be0d-41d6-89c9-0572d466f375,Kolkata,Fruits,774.5,10,774.5
14133cf7-bc1c-4b5c-8a45-8df41cf87331,Mumbai,Snacks,360.19,25,360.19
6db5a31b-2a2e-4260-8670-b38970e1db6e,Chennai,Personal Care,637.82,15,637.82
6d741ad6-75c1-4708-b8b3-5e1e4e58cab2,Ahmedabad,Frozen Food,391.7,25,391.7
d1c7a52e-4d06-4846-a27d-6ce0af702f66,Mumbai,Fruits,777.46,10,777.46
84317fcc-d8fb-473f-9bc7-890fa13632e7,Delhi,Household,750.41,25,750.41
e56e4999-d528-432a-ba8d-bc3ebc60d54d,Bangalore,Frozen Food,445.9,25,445.9
f463c90d-b825-4b2a-a7e6-77d190a6f1ea,Hyderabad,Personal Care,249.81,25,249.81
c34090a1-81d2-4d14-90c7-a2152056bb02,Kolkata,Fruits,535.05,10,535.05
01e8679d-73d4-4cc5-871a-04e2d0c9bc1d,Pune,Personal Care,905.57,25,905.57
d33c17cb-60af-46d8-9c8b-b5b296d3b14e,Delhi,Frozen Food,674.2,10,674.2
addf82ee-cfc2-4536-9d63-b6dd63055d3f,Kolkata,Dairy,816.77,15,816.77
862470a8-30eb-4a49-9d4b-6f3c22cd9f03,Pune,Frozen Food,835.66,10,835.66
da47cb1e-a707-424d-ab22-9cc7e64a2f71,Mumbai,Household,561.5,25,561.5
59a8c60e-8912-4b82-b835-de8f17a60d28,Delhi,Snacks,531.92,15,531.92
e7c5b299-2a07-44c6-bacb-4c8286063655,Kolkata,Fruits,1077.38,25,1077.38
c83eb26e-1a84-49d1-9909-c8d29c177563,Bangalore,Fruits,1142.35,10,1142.35
7e160f06-2960-49f9-8a0b-c2f1ef18f334,Pune,Beverages,711.49,10,711.49
f20f12a9-feba-40c6-bf95-9b0e98fac380,Kolkata,Household,962.97,10,962.97
7cc11bd0-084d-4c18-88e7-1140fe8bf3bd,Bangalore,Frozen Food,386.72,10,386.72
503a3a21-76c2-4c02-bf3f-9cd738257d24,Bangalore,Dairy,1078.39,10,1078.39
7e1ce9ea-8ea9-416c-a95b-3d7a4c7e0da5,Chennai,Fruits,677.9,10,677.9
607c9569-a863-48d7-8a13-a88ab7eefb44,Delhi,Beverages,214.89,15,214.89
f1b91e40-c4b1-4e67-9968-d39522d0cd10,Kolkata,Beverages,874.63,10,874.63
b4efea14-e618-46e3-97c9-8f30c405f2ce,Chennai,Personal Care,1033.17,15,1033.17
548477ba-84e4-4492-9884-6c1bd8d65caf,Bangalore,Fruits,253.19,10,253.19
f30bf9d0-3cf8-44fb-8da7-23ffe613de79,Bangalore,Fruits,741.38,10,741.38
0f0d5965-766d-42f6-b457-245cbe3806bc,Hyderabad,Personal Care,998.97,15,998.97
93fb018c-f003-4d67-b87c-5e5e23aecf15,Mumbai,Beverages,344.75,15,344.75
c1b53922-8caa-4cf0-b088-d966f464604e,Pune,Beverages,353.61,25,353.61
f5a184f0-c4de-4a95-869f-8a8ce124888a,Hyderabad,Household,457.12,15,457.12
b2082c7d-10c5-4b26-9ac0-be7002f09449,Bangalore,Dairy,1117.56,10,1117.56
